id,stock_id,title,description,content,url,source,published_at,created_at,sentiment_label
1772730807884,1,"نمو أرباح ""مجموعة طلعت مصطفى"" بـ 43% خلال 2025 - alboslanews.com","نمو أرباح ""مجموعة طلعت مصطفى"" بـ 43% خلال 2025
  
alboslanews.com","نمو أرباح ""مجموعة طلعت مصطفى"" بـ 43% خلال 2025 الإثنين 23 فبراير 2026 -09:57 أرشيفية : مشاركة الخبر كشفت نتائج أعمال شركة مجموعة طلعت مصطفى القابضة في عام 2025، على صعيد القوائم المالية المجمعة، صعودًا في الأرباح بنسبة 43%، مسجلة 18.2 مليار جنيه، مقابل أرباح بقيمة 12.76 مليار جنيه عن عام 2024. وبلغت الإيرادات 62.49 مليار جنيه عن عام 2025، مقابل 42.67 مليار جنيه خلال عام 2024، بنسبة نمو 46%.

وعلى صعيد القوائم المالية المستقلة للشركة عن عام 2025، ارتفعت الأرباح بنسبة 4.7%، محققة 839.8 مليون جنيه، مقابل أرباح بقيمة 801.9 مليون جنيه في عام 2024. وصعدت الإيرادات بنسبة 3%، لتسجل 991 مليون جنيه عن 2025، مقابل إيرادات بقيمة 965.9 مليون جنيه عن 2024. أرباح مجموعة طلعت مصطفى القابضة عن الـ 9 أشهر الأولى من 2025 حققت القوائم المالية المجمعة لشركة مجموعة طلعت مصطفى القابضة، عن الـ 9 أشهر الأولى من 2025، ارتفاعًا بالأرباح بنسبة 70%، محققة 12.63 مليار جنيه، مقابل أرباح بقيمة 7.41 مليار جنيه عن الـ 9 أشهر الأولى من 2024. وبلغت أرباح التشغيل 16.43 مليار جنيه عن الفترة من بداية يناير 2025 لنهاية سبتمبر 2025، مقابل أرباح تشغيل بقيمة 10.25 مليار جنيه عن ذات الفترة من 2024. وعلى صعيد القوائم المالية المستقلة للشركة عن الـ 9 أشهر الأولى من 2025، سجلت الأرباح 342.5 مليون جنيه، مقابل أرباح بقيمة 326 مليون جنيه عن الـ 9 أشهر الأولى من 2024. وبلغت إجمالي الإيرادات 416.5 مليون جنيه عن الفترة من بداية يناير 2025 لنهاية سبتمبر 2025، مقابل 408 مليون جنيه عن الـ 9 أشهر الأولى من 2024.",https://alboslanews.com/%D8%A3%D8%B3%D9%88%D8%A7%D9%82-%D9%85%D8%A7%D9%84/%D9%86%D9%85%D9%88-%D8%A3%D8%B1%D8%A8%D8%A7%D8%AD-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9-%D8%B7%D9%84%D8%B9%D8%AA-%D9%85%D8%B5%D8%B7%D9%81%D9%89-%D8%A8%D9%80-43-%D8%AE%D9%84%D8%A7%D9%84-2025-411647,Google News,2026-02-23T08:02:45+00:00,2026-03-05T19:13:27.884472,Positive
1772730814899,1,صافي أرباح «طلعت مصطفى» يقفز 43% في 2025 إلى 18.2 مليار جنيه - جريدة المال,"صافي أرباح «طلعت مصطفى» يقفز 43% في 2025 إلى 18.2 مليار جنيه
  
جريدة المال","قفز صافي أرباح مجموعة طلعت مصطفى القابضة في العام الماضي 2025 بنسبة 43% لتسجل 18.2 مليار جنيه، بحسب نتائج أعمال الشركة.

جاء ذلك، بعدما صعدت إيرادات الشركة إلى نحو 62.5 مليار جنيه، بنسبة نمو 46%، مدفوعة بقفزة إيراداتها العقارية بمعدل 50% إلى 36.7 مليار جنيه، وكذلك نمو إيراداتها من القطاع الفندقي 30% إلى 14.89 مليار جنيه.

كما حققت المجموعة زيادة ضخمة في إيرادات الأنشطة ذات العائد الدوري والأنشطة الخدمية بمعدل 64% لتسجل 10.9 مليار جنيه، مقابل 6.66 مليار في عام 2024.

وكشفت بيانات مجموعة طلعت مصطفى عن بلوغ المبيعات غير المسلمة 441 مليار جنيه بنهاية 2025، بزيادة 50% عن قيمتها في نهاية ديسمبر 2024، وهي المبيعات التي ينتظر أن تسلمها في السنوات المقبلة، لتنعكس في إيراداتها وأرباحها.

ووافق مجلس إدارة مجموعة طلعت مصطفى في اجتماعه أمس الأحد على توزيع كوبون نقدي على المساهمين بواقع 30 قرشا للسهم، على أن يسدد على قسطين متساويين، الأول بحد أقصى نهاية مايو، والثاني بحد أقصى نهاية يوليو المقبل.",https://almalnews.com/2100254/%D8%B5%D8%A7%D9%81%D9%8A-%D8%A3%D8%B1%D8%A8%D8%A7%D8%AD-%C2%AB%D8%B7%D9%84%D8%B9%D8%AA-%D9%85%D8%B5%D8%B7%D9%81%D9%89%C2%BB-%D9%8A%D9%82%D9%81%D8%B2-43-%D9%81%D9%8A/,Google News,2026-02-23T07:46:39+00:00,2026-03-05T19:13:34.899187,Positive
1772730823085,1,"""طلعت مصطفى"" تقترح توزيع 618 مليون جنيه أرباحاً نقدية على المساهمين - معلومات مباشر","""طلعت مصطفى"" تقترح توزيع 618 مليون جنيه أرباحاً نقدية على المساهمين
  
معلومات مباشر","""طلعت مصطفى"" تقترح توزيع 618 مليون جنيه أرباحاً نقدية على المساهمين
  
معلومات مباشر",https://www.mubasher.info/login?country=eg,Google News,2026-02-23T08:00:00+00:00,2026-03-05T19:13:43.085781,Positive
1772730832415,1,"بداية قوية لـ""طلعت مصطفى"" في 2026: ترقيات ائتمانية وتوسّع استراتيجي - economyplusme.com","بداية قوية لـ""طلعت مصطفى"" في 2026: ترقيات ائتمانية وتوسّع استراتيجي
  
economyplusme.com","افتتحت مجموعة طلعت مصطفى القابضة العام الجديد بزخم ملحوظ يعكس متانة أداء ذراعها العقاري ونمو أعمالها المساندة، بعد سلسلة تطورات إيجابية شملت ترقية التصنيف الائتماني، وإعلان نتائج مالية قياسية في 2025، والانضمام إلى مؤشر فوتسي راسل للشركات المتوسطة، إلى جانب توسعات نوعية في الضيافة الفندقية والتعليم وتوطين الصناعة.

**ترقية ائتمانية إلى “AA-” ونظرة مستقرة**

رفعت وكالة ميرِس التصنيف الائتماني للشركة العربية للمشروعات والتطوير العمراني—الذراع الرئيسي للمجموعة—محليًا وخارجيًا من A إلى AA-، مع تغيير النظرة المستقبلية من إيجابية إلى مستقرة.

وتعكس الترقية أثر التطورات التشغيلية الإيجابية التي شهدتها الشركة خلال العام الماضي، وقدرتها على الحفاظ على مستويات ملاءة وسيولة داعمة لأنشطتها التطويرية.

**2025 عام من بين الأقوى في تاريخ القطاع**

سجلت المجموعة في عام 2025 واحدة من أفضل نتائج القطاع العقاري المصري؛ إذ صعد صافي الربح 43% ليبلغ 18.2 مليار جنيه، فيما قفزت الإيرادات 46% لتصل إلى 62.5 مليار جنيه، مدعومة بمتانة المبيعات، وانضباط التكلفة، وتنوّع محفظة المشروعات قيد التطوير والتسليم.

**انضمام إلى شريحة الشركات المتوسطة في “فوتسي راسل”**

ترقّت أسهم المجموعة إلى مصاف الشركات المتوسطة في مؤشر فوتسي راسل للشرق الأوسط وأفريقيا، بعد استيفاء جميع معايير الإدراج، وفي مقدمتها بلوغ القيمة السوقية حاجز 2.7 مليار دولار.

ويعكس هذا التحرك تنامي الثقة الدولية في الأداء المالي والتشغيلي للمجموعة، كما يعزّز فرص جذب تدفقات استثمارية أجنبية جديدة عبر القنوات السلبية (Passive) التي تتبع المؤشر.

**“ماندارين أورينتال” تتسلم “وينتر بالاس” و”أولد كتراكت”**

على صعيد الضيافة، منحت المجموعة عقد إدارة فندقي “وينتر بالاس” بالأقصر و”أولد كتراكت” بأسوان إلى مجموعة ماندارين أورينتال العالمية.

ومن المقرر تجديد الفندقين وإعادة افتتاحهما تحت العلامة الراقية عام 2027، بما يحافظ على الإرث التاريخي للمقصدين السياحيين، ويرفع معايير التجربة الفندقية في صعيد مصر.

شراكة استراتيجية في التعليم..

عزّزت المجموعة استراتيجيتها في الأنشطة ذات العائد المستدام بالشراكة مع منصة مصر للتعليم—المملوكة لصندوق مصر للتعليم والمدارة بدعم من EFG هيرميس—بهدف تدعيم القيمة الاقتصادية طويلة الأجل لمشروعاتها ورفع جاذبيتها الاستثمارية.

وتشمل الخطط تأسيس جامعة خاصة داخل مدينة “نور» بمنطقة كابيتال جاردنز شرق القاهرة، بما يرسخ مفهوم المدينة المتكاملة التي تقدم خدمات تعليمية وصحية وترفيهية إلى جانب السكن والعمل.

**توطين الصناعة..

شراكة ثلاثية للمصاعد في “مدينتي”**

في إطار توجه توطين سلاسل الإمداد، انطلق إنتاج المصاعد عبر الشركة العربية السويسرية للمصاعد بمدينة مدينتي، ضمن شراكة تجمع الهيئة العربية للتصنيع ومجموعة طلعت مصطفى وشركة شيندلر العالمية.

وتستهدف الشراكة تصنيع بعض المكونات محليًا في مشروعات المجموعة، ما يدعم تعميق التصنيع المحلي، وتخفيض تكاليف الاستيراد، ورفع كفاءة خدمات ما بعد البيع والصيانة.

**خلاصة المشهد**

تجمع “طلعت مصطفى” في انطلاقتها لعام 2026 بين قوة المؤشرات المالية والاعتراف الائتماني الدولي، وبين توسّع انتقائي في قطاعات تكاملية—من الضيافة الفاخرة إلى التعليم والتصنيع—بما يعزّز صلابة نموذج الأعمال، ويرسّخ مكانة المجموعة كأحد أبرز اللاعبين الإقليميين في التطوير العمراني الشامل.

لمتابعة أخر الأخبار والتحليلات من",https://economyplusme.com/166011/,Google News,2026-03-04T19:11:02+00:00,2026-03-05T19:13:52.415538,Positive
1772730839302,1,"ارتفاع أرباح ""طلعت مصطفى"" المصرية 43% خلال 2025 إلى 18.2 مليار جنيه - العربية","ارتفاع أرباح ""طلعت مصطفى"" المصرية 43% خلال 2025 إلى 18.2 مليار جنيه
  
العربية","ارتفاع أرباح ""طلعت مصطفى"" المصرية 43% خلال 2025 إلى 18.2 مليار جنيه

أترغب في تفعيل الإشعارات؟

حتى لا تفوتك آخر الأحداث والأخبار العاجلة

الخميس 16 رمضان 1447 هـ

- 05 مارس 2026

شعار مجموعة طلعت مصطفى المصرية

ارتفاع أرباح ""طلعت مصطفى"" المصرية 43% خلال 2025 إلى 18.2 مليار جنيه

المجموعة حققت مبيعات عقارية بقيمة 382 مليار جنيه خلال العام الماضي

الرياض - العربية Business

23 فبراير ,2026: GST

100%

النص المسموع تلقائي ناتج عن نظام آلي

3:00

ارتفعت أرباح مجموعة ""

"" القابضة المصرية بنسبة 43% خلال عام 2025 لتسجل نحو 18.2 مليار جنيه، مقابل 12.8 مليار جنيه خلال عام 2024.

وقالت المجموعة، في بيان اليوم الاثنين، إن الإيرادات الإجمالية المحققة للمجموعة خلال عام 2025 بلغت 62.49 مليار جنيه، مقارنة بنحو 42.6 مليار جنيه خلال 2024، وبنسبة نمو 46%.

وأعلنت مجموعة ""طلعت مصطفى"" عن تحقيق مبيعات عقارية بقيمة 382 مليار جنيه خلال عام 2025.

سعر الذهب

مكاسب قياسية لسعر الذهب في مصر..

عيار 21 يرتفع إلى هذا المستوى

ووفقاً للبيان، حققت المجموعة إيرادات من النشاط العقارى بلغت 36.7 مليار جنيه خلال العام الماضي بنسبة نمو 50%، مقارنة بإيرادات بلغت 24.52 مليار جنيه خلال عام 2024.

وارتفعت إيرادات القطاع الفندقى لدى مجموعة ""طلعت مصطفى"" بنسبة 30% إلى 14.89 مليار جنيه خلال عام 2025، مقارنة بنحو 11.5 مليار جنيه خلال عام 2024.

كما حققت الأنشطة ذات العائد الدورى والأنشطة الخدمية إيرادات بلغت 10.9 مليار جنيه خلال عام 2025، مقارنة بنحو 6.66 مليار جنيه في عام 2024، بنسبة نمو 64%.

وبلغ صافي ربح الشركة المستقلة ""دون نتائج أعمال الشركات التابعة"" 839.8 مليون جنيه خلال عام 2025، مقارنة بنحو 802 مليون جنيه خلال عام 2024 وبنسبة نمو 5%.

كما بلغ رصيد مبيعات المجموعة الفعلية غير المسلمة خلال عام 2025 نحو 441 مليار جنيه، مقابل 293 مليار جنيه عن عام 2024 بنسبة نمو 50%.

واقترح مجلس إدارة مجموعة ""طلعت مصطفى"" توزيع أرباح نقدية بقيمة 618.1 مليون جنيه عن أرباح العام الماضي، ويتضمن المقترح توزيع كوبون نقدي بقيمة 0.30 جنيه للسهم، على أن يتم التوزيع وفقاً لخطة التدفقات النقدية للشركة على قسطين متساويين، ويستحق القسط الأول بحد أقصى 31 مايو المقبل، والقسط الثانى بحد أقصى 31 يوليو المقبل.

تابعوا آخر أخبار العربية عبر Google News",https://www.alarabiya.net/aswaq/companies/2026/02/23/%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A7%D8%B1%D8%A8%D8%A7%D8%AD-%D8%B7%D9%84%D8%B9%D8%AA-%D9%85%D8%B5%D8%B7%D9%81%D9%89-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-43-%D8%AE%D9%84%D8%A7%D9%84-2025-%D8%A7%D9%84%D9%89-182-%D9%85%D9%84%D9%8A%D8%A7%D8%B1-%D8%AC%D9%86%D9%8A%D9%87,Google News,2026-02-23T08:00:00+00:00,2026-03-05T19:13:59.302955,Positive
1772731038612,1,صافي أرباح «طلعت مصطفى» يقفز 43% في 2025 إلى 18.2 مليار جنيه.. والإيرادات 46% إلى 62.5 مليار - Fintechgate,"صافي أرباح «طلعت مصطفى» يقفز 43% في 2025 إلى 18.2 مليار جنيه.. والإيرادات 46% إلى 62.5 مليار
  
Fintechgate","*305*

**فنتيك جيت: محمد نور**

قفز صافي أرباح مجموعة طلعت مصطفى القابضة في العام الماضي 2025 بنسبة 43% لتسجل 18.2 مليار جنيه.

بحسب نتائج أعمال الشركة.

جاء ذلك، بعدما صعدت إيرادات الشركة إلى نحو 62.5 مليار جنيه، بنسبة نمو 46%.

مدفوعة بقفزة إيراداتها العقارية بمعدل 50% إلى 36.7 مليار جنيه.

وكذلك نمو إيراداتها من القطاع الفندقي 30% إلى 14.89 مليار جنيه.

كما حققت المجموعة زيادة ضخمة في إيرادات الأنشطة ذات العائد الدوري والأنشطة الخدمية بمعدل 64% لتسجل 10.9 مليار جنيه، مقابل 6.66 مليار في عام 2024.

وكشفت بيانات مجموعة طلعت مصطفي عن بلوغ المبيعات غير المسلمة 441 مليار جنيه بنهاية 2025. بزيادة 50% عن قيمتها في نهاية ديسمبر 2024. وهي المبيعات التي ينتظر أن تسلمها في السنوات المقبلة.

تنعكس في إيراداتها وأرباحها.

ووافق مجلس إدارة مجموعة طلعت مصطفى في اجتماعه أمس الأحد على توزيع كوبون نقدي على المساهمين.

بواقع 30 قرشا للسهم، على أن يسدد على قسطين متساويين.

الأول بحد أقصى نهاية مايو.

والثاني بحد أقصى نهاية يوليو المقبل.",https://fintechgate.net/2026/02/23/%D8%B5%D8%A7%D9%81%D9%8A-%D8%A3%D8%B1%D8%A8%D8%A7%D8%AD-%D8%B7%D9%84%D8%B9%D8%AA-%D9%85%D8%B5%D8%B7%D9%81%D9%89-%D9%8A%D9%82%D9%81%D8%B2-43-%D9%81%D9%8A-2025-%D8%A5%D9%84%D9%89-18-2-%D9%85/,Google News,2026-02-22T22:51:34+00:00,2026-03-05T19:17:18.612208,Positive
1772731043612,1,أرباح «طلعت مصطفى» المصرية تقفز 43% إلى 18.2 مليار جنيه في 2025 - إرم بزنس,"أرباح «طلعت مصطفى» المصرية تقفز 43% إلى 18.2 مليار جنيه في 2025
  
إرم بزنس","ارتفعت أرباح «مجموعة طلعت مصطفى القابضة» المصرية، أكبر مطوّر عقاري في مصر العام الماضي 43% مسجلة 18.2 مليار جنيه (380 مليون دولار)، وفقاً لإفصاح نُشر على موقع بورصة مصر، اليوم الاثنين.

جاء هذا الأداء مدعوماً بصعود إيرادات الشركة 46% إلى 62.5 مليار جنيه نتيجة نمو إيرادات القطاع العقاري 50% إلى 36.7 مليار جنيه، إلى جانب ارتفاع إيرادات القطاع الفندقي 30% إلى 14.89 مليار جنيه.

حسب إفصاح الشركة بالبورصة المصرية، سجّلت المجموعة قفزة كبيرة في إيرادات الأنشطة ذات العائد الدوري والخدمات، بارتفاع 64% لتسجل 10.9 مليار جنيه.

وأظهرت البيانات أن المبيعات غير المسلّمة بلغت 441 مليار جنيه بنهاية 2025 بزيادة 50%.

اقترح مجلس إدارة المجموعة توزيعات نقدية بقيمة 618.2 مليون جنيه، عبر توزيع كوبون نقدي بقيمة 30 قرشاً للسهم، يسدد على قسطين متساويين.

وأشار إلى أنه من المقرر توزيع الكوبون الأول بحد أقصى نهاية مايو، والثاني بحد أقصى نهاية يوليو المقبل.

أعلنت «طلعت مصطفى» أمس، ترقيتها من شريحة الشركات الصغيرة إلى شريحة الشركات المتوسطة ضمن مؤشر «فوتسي راسل» لسلسلة مؤشرات الأسهم العالمية.

يأتي ذلك في إطار المراجعة نصف السنوية للمؤشر لشهر مارس 2026 لمنطقة الشرق الأوسط وإفريقيا، مشيرة إلى أن الترقية جاءت على خلفية تجاوز القيمة السوقية للمجموعة الحد الأدنى لشريحة الشركات المتوسطة البالغ نحو 2.7 مليار دولار في 31 ديسمبر 2025.

من المتوقع أن تسهم الترقية بتعزيز ظهورها أمام المستثمرين من المؤسسات على المستويين الإقليمي والعالمي، وتشجيع التدفقات الاستثمارية المرتبطة بالمؤشر وكذلك دعم سيولة التداول في أسهم الشركة بشكل أكبر.",https://www.erembusiness.com/companies/m6h850g,Google News,2026-02-23T09:29:40+00:00,2026-03-05T19:17:23.612025,Positive
1772731051871,1,62.5 مليار جنيه إيرادات طلعت مصطفى في 2025 - CNN الاقتصادية,"62.5 مليار جنيه إيرادات طلعت مصطفى في 2025
  
CNN الاقتصادية","**قفزت إيرادات مجموعة طلعت مصطفى القابضة المُجمعة خلال عام 2025، بنسبة 46% لتصل لنحو 62.5 مليار جنيه، بدعم من القطاع العقاري الذي سجل إيرادات بقيمة 36.7 مليار جنيه بزيادة 50%، كما حقق القطاع الفندقي نمواً 30% لتصل إيراداته إلى 14.89 مليار جنيه، في ظل تحسن معدلات الإشغال وزيادة متوسط الأسعار، بحسب إفصاح المجموعة عن نتائج الأعمال المحققة خلال العام الماضي.**وسجلت الأنشطة ذات العائد الدوري والأنشطة الخدمية قفزة بنسبة 64% لتبلغ 10.9 مليار جنيه بنهاية عام 2025، مقابل 6.66 مليار جنيه في العام السابق عليه، بما يعكس تنامي مساهمة الإيرادات المتكررة في هيكل أعمال المجموعة وتعزيز الاستدامة التشغيلية.

وأظهرت بيانات الشركة وصول قيمة المبيعات غير المسلّمة إلى 441 مليار جنيه بنهاية 2025، بزيادة 50% على مستواها في نهاية ديسمبر كانون الأول 2024، وهي المبيعات التي يُتوقع تسليمها خلال السنوات المقبلة، بما يدعم نمو الإيرادات والأرباح المستقبلية ويعزز قوة المركز المالي للمجموعة، بحسب نتائج أعمال المجموعة.

**أرباح طلعت مصطفى تقفز 43% في 2025**

قفز صافي ربح مجموعة طلعت مصطفى القابضة خلال عام 2025 بنسبة 43%، ليصل إلى 18.2 مليار جنيه، مقابل 12.8 مليار جنيه خلال الفترة ذاتها من العام الماضي، وفي ما يتعلق بإجمالي ربح المجموعة فنما بنسبة 49% على أساس سنوي ليسجّل 20.9 مليار جنيه في عام 2025، بدعم من أنشطة مختلف القطاعات التشغيلية للمجموعة.

وبلغ صافي ربح الشركة المستقلة (دون نتائج أعمال الشركات التابعة) 839.8 مليون جنيه خلال عام 2025 مقارنة بنحو 802 مليون جنيه خلال الفترة ذاتها من العام الماضي وبنسبة نمو 5%.

واقترح مجلس إدارة المجموعة على الجمعية العمومية توزيع كوبون نقدي رقم 13 البالغ 0,30 جنيه للسهم تقريباً على أن يتم التوزيع وفقاً لخطة التدفقات النقدية للشركة على قسطين متساويين، يستحق القسط الأول بحد أقصى 31 مايو أيار 2026، والقسط الثاني بحد أقصى 31 يوليو تموز 2026.",https://cnnbusinessarabic.com/finance-markets/1136093/625-%D9%85%D9%84%D9%8A%D8%A7%D8%B1-%D8%AC%D9%86%D9%8A%D9%87-%D8%A5%D9%8A%D8%B1%D8%A7%D8%AF%D8%A7%D8%AA-%D8%B7%D9%84%D8%B9%D8%AA-%D9%85%D8%B5%D8%B7%D9%81%D9%89-%D9%81%D9%8A-2025,Google News,2026-02-23T08:38:34+00:00,2026-03-05T19:17:31.871487,Positive
1772731058621,1,طلعت مصطفى تنضم إلى شريحة الشركات المتوسطة ضمن مؤشر FTSE Russell - جريدة حابي,"طلعت مصطفى تنضم إلى شريحة الشركات المتوسطة ضمن مؤشر FTSE Russell
  
جريدة حابي","# طلعت مصطفى تنضم إلى شريحة الشركات المتوسطة ضمن مؤشر FTSE Russell

## الترقية جاءت على خلفية تجاوز القيمة السوقية للمجموعة الحد الأدنى للشريحة والبالغ نحو 2.7 مليار دولار

**رنا ممدوح _ **أعلنت مجموعة طلعت مصطفى القابضة، عن ترقيتها من شريحة الشركات الصغيرة إلى شريحة الشركات المتوسطة ضمن مؤشر FTSE Russell لسلسلة مؤشرات الأسهم العالمية (GEIS)، وذلك في إطار المراجعة نصف السنوية لشهر مارس 2026 لمنطقة الشرق الأوسط وأفريقيا.

وأفادت المجموعة في بيانها المرسل إلى البورصة المصرية اليوم، أن الترقية جاءت على خلفية تجاوز القيمة السوقية للمجموعة الحد الأدنى لشريحة الشركات المتوسطة والبالغ نحو 2.7 مليار دولار في 31 ديسمبر 2025، وهو تاريخ الإقفال المعتمد لمراجعة شهر مارس 2026.

وأكدت، أن إعادة التصنيف تعكس استمرار نمو القيمة السوقية للمجموعة، وتعزيز مستوى السيولة، وتحسن مؤشرات أسهم التداول الحر.

وتوقعت، أن يسهم انضمام المجموعة إلى شريحة الشركات المتوسطة في تعزيز ظهورها أمام المستثمرين من المؤسسات على المستويين الإقليمي والعالمي، وتشجيع التدفقات الاستثمارية المرتبطة بالمؤشر إلى جانب دعم سيولة التداول في أسهم الشركة بشكل أكبر.

وأشارت طلعت مصطفى القابضة، إلى أن هذا التطور الأخير يعكس قوة نموذج أعمال المجموعة وانضباط استراتيجية التنفيذ، واستدامة أدائها التشغيلي والمالي.

وأكدت، أن المجموعة تواصل التزامها بتعظيم القيمة طويلة الأجل لمساهميها، والحفاظ على أعلى معايير الشفافية والحوكمة المؤسسية.",https://hapijournal.com/2026/02/22/%D8%B7%D9%84%D8%B9%D8%AA-%D9%85%D8%B5%D8%B7%D9%81%D9%89-%D8%AA%D9%86%D8%B6%D9%85-%D8%A5%D9%84%D9%89-%D8%B4%D8%B1%D9%8A%D8%AD%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA/,Google News,2026-02-22T07:32:52+00:00,2026-03-05T19:17:38.621400,Positive
1772731062857,1,بقيمة سوقية تتجاوز 147.5 مليار جنيه.. «طلعت مصطفى» ثانى أكبر شركة مقيدة فى البورصة المصرية - المصري اليوم,"بقيمة سوقية تتجاوز 147.5 مليار جنيه.. «طلعت مصطفى» ثانى أكبر شركة مقيدة فى البورصة المصرية
  
المصري اليوم","من النسخة الورقية | العدد : 7827 | جميع الأعداد

اقتصاد# بقيمة سوقية تتجاوز 147.5 مليار جنيه.. «طلعت مصطفى» ثانى أكبر شركة مقيدة فى البورصة المصرية

### أبوغنيمة: أسهم الشركة تستهدف مستويات 90 جنيهًا..

وفتحى: التركيز على الشريحة العليا من الإسكان الفاخر انعكس على نتائج الأعمال

تواصل أسهم «مجموعة طلعت مصطفى القابضة» لفت الأنظار فى البورصة المصرية، بعد أن أصبحت ثانى أكبر شركة مقيدة من حيث القيمة السوقية، نتيجة ارتفاع سعر سهم الشركة لمستوى يتجاوز 71 جنيهًا، عقب إعلان نتائج أعمال الـ 9 أشهر الأولى من 2025، خلال الأسبوع الماضى، بارتفاع فى صافى الأرباح يتجاوز 70٪ على أساس سنوى، لتقود أسهم الشركة صعود المؤشر الرئيسى للبورصة، مدفوعة بارتفاع مستمر فى سعر الأسهم، منذ إعلانها بدء تدشين مشروع سياحى متكامل خلف المتحف المصرى الكبير، مطلع نوفمبر الجارى.

وارتفع سعر سهم مجموعة طلعت مصطفى 1٪ على مدار الأسبوع الماضى، ليغلق عند 71.60 جنيه، حيث تجاوز إجمالى قيمة تداول السهم مليار جنيه خلال الأسبوع، لتصبح فى المستوى الرابع فى البورصة المصرية من حيث قيمة تداول الأسهم خلال الأسبوع.

ووفق بيانات مركز معلومات البورصة المصرية، اطلعت عليها المصرى اليوم، أدى ارتفاع سعر السهم إلى ارتفاع القيمة السوقية للشركة بنهاية الأسبوع إلى 147.5 مليار جنيه، بما يعادل 3.1 مليار دولار، لتصبح ثانى أكبر شركة مدرجة بعد البنك التجارى الدولى - مصر (سى آى بى)، مستحوذة على 10.8٪ من الوزن النسبى للمؤشر الرئيسى، مقارنة بـ 29.6٪ لـ أسهم «التجارى الدولى»، ويليهما الشرقية - إيسترن كومبانى التى استحوذت بنهاية الأسبوع على 9.4٪.

وأعلنت الشركة، مطلع نوفمبر الجارى، أن تابعتها الشركة العربية للاستثمارات الفندقية والسياحية «ايكون» قامت بالبدء فى تطوير مشروع سياحى فاخر خلف المتحف المصرى الكبير بالشراكة مع هيئة المجتمعات العمرانية الجديدة، على مساحة 42.4 فدان، ويتضمن المشروع فندق فاخر من فئة الــ5 نجوم بإدارة عالمية تبلغ طاقته الاستيعابية عند اكتماله 495 غرفة فندقية ومجموعة من المطاعم وغيرها من الخدمات والأنشطة المكملة بالإضافة إلى المنطقة التجارية والوحدات السكنية الفندقية والإدارية، كما يتضمن المشروع منطقة ترفيهية عالمية، ليشهد السهم عقب ذلك سلسلة ارتفاعات متتالية.

وأظهرت القوائم المالية المجمعة لشركة مجموعة طلعت مصطفى القابضة، خلال الـ 9 أشهر الأولى من العام الجارى، ارتفاع صافى ربح الشركة بنسبة 70.44٪ على أساس سنوى، لتحقق أرباحاً تبلغ 12.63 مليار جنيه خلال الفترة من يناير حتى نهاية سبتمبر 2025، مقابل أرباح بلغت 7.41 مليار جنيه فى الفترة المقارنة من 2024.

وارتفعت إيرادات النشاط العقارى للشركة خلال الـ 9 أشهر إلى 21.49 مليار جنيه، مقابل إيرادات تبلغ 16.05 مليار جنيه فى الفترة المقارنة من العام السابق.

وارتفعت إيرادات النشاط الفندقى خلال المدة إلى 9.87 مليار جنيه، مقابل 7.77 مليار جنيه فى الفترة المثيلة من العام الماضى.

وعلى مستوى الأعمال غير المجمعة، ارتفعت أرباح الشركة المستقلة إلى 342.55 مليون جنيه، خلال الفترة من يناير حتى نهاية سبتمبر، مقابل أرباح بلغت 326.36 مليون جنيه بالفترة المقارنة من 2024.

قال باسم أبوغنيمة، خبير أسواق المال، إن أسهم مجموعة طلعت مصطفى القابضة تتجه لتحقيق ارتفاعات أكبر خلال الفترة المقبلة.

وأضاف أبوغنيمة، لـ المصرى اليوم، أن أسهم الشركة تستهدف تحقيق مستويات 90 جنيهًا، ثم 110 جنيهات، لافتًا إلى أن الأسهم حققت مستويات الـ 90 جنيهًا فى وقت سابق، ثم سجلت انخفاضًا، حيث رجح ارتفاع السهم ليتجاوز 90 جنيهًا وصولًا إلى مستوى 110 جنيهات.

وأكد عيسى فتحى، العضو المنتدب بشركة القاهرة لتداول الأوراق المالية، أن نجاح مجموعة طلعت مصطفى القابضة فى السوق العقارية المصرية يرتبط بشكل مباشر بتركيزها على الشريحة العليا من الإسكان الفاخر جدًا، التى تتميز بطلب قوى مستمر وقدرة شرائية عالية، مما ينعكس إيجابًا على نتائج أعمال المجموعة ويضعها فى صدارة الشركات فى القطاع.",https://www.almasryalyoum.com/news/details/4131560,Google News,2025-11-18T08:00:00+00:00,2026-03-05T19:17:42.858003,Neutral
